type,headline
merger_acquisition,"american tower acquire 2,000 tower sites from kpn in germany"
merger_acquisition,"american tower acquires 1,350 comm. towers in tanzania; may acquire 100 additional sites, terms not disclosed"
merger_acquisition,american tower acquires br towers in brazil for $978m
merger_acquisition,american tower agrees to acquire tower businesses from vodafone india and idea cellular for ~$1.2b
merger_acquisition,american tower announces agreement to acquire joint venture stakes in ghana and uganda from mtn for $523m
merger_acquisition,american tower corp. acquires controlling interest in viom networks; terms not disclosed
merger_acquisition,american tower corporation's stockholders approve merger agreement in connection with proposed reit conversion
merger_acquisition,american tower in merger agreement with american tower reit
merger_acquisition,american tower to acquire eaton towers holding for approximately $1.85b
merger_acquisition,"american tower to acquire rights to ~11k verizon towers, purchase 165 others for $5.506b in cash"
merger_acquisition,american tower to acquire two portfolios of towers in brazil from tim cellular
merger_acquisition,american vanguard acquires a major corn insecticide from bayer cropscience
merger_acquisition,"american vanguard acquires grupo agricenter, no terms disclosed"
merger_acquisition,"american vanguard acquires herbicide brands from corteva agriscience, terms not disclosed"
merger_acquisition,american vanguard acquires major insecticides from bayer cropscience
merger_acquisition,"american vanguard announces purchase of nemacur nematicide assets in europe, no terms disclosed"
merger_acquisition,american vanguard enters into agreement with adama to acquire certain crop protection assets in the u.s. as part of chemchina/syngenta merger
merger_acquisition,"american vanguard reports purchase of 2 brazilian cos.: agrovant, defensive, no terms disclosed"
merger_acquisition,"american vanguard reports purchase of corteva agriscience's herbicide product line, no terms disclosed"
merger_acquisition,"american vanguard reports purchase of tyratech, no terms disclosed"
merger_acquisition,"american vanguard's amvac chemical acquires bromacil herbicide business assets from bayer crop science, financial terms not disclosed"
merger_acquisition,"american water acquires environmental disposal corp., terms not disclosed"
merger_acquisition,american water reports its illinois american water unit completed purchase of village of andalusia water and wastewater systems for $3.3m
merger_acquisition,"american water reports its illinois american water unit completed purchase of village of glasford water, wastewater systems for $1.9m"
merger_acquisition,"american water reports purchase of shorelands water co., no terms disclosed"
merger_acquisition,"american water resources receives contract renewal with city of burlington, iowa"
merger_acquisition,american water signs agreement to acquire environmental disposal corporation
merger_acquisition,american water subsidiary illinois american water to acquire dana/long point/reading/ancona public water district water system for $1.075m
merger_acquisition,american water subsidiary missouri american water acquires rogue creek water and wastewater systems
merger_acquisition,american water subsidiary missouri american water acquires woodland manor water system in branson
merger_acquisition,"american water subsidiary pennsylvania american water to acquire municipal water, wastewater system in northumberland county for ~$1m"
merger_acquisition,american water subsidiary to acquire pike county wastewater system for $61.7k
merger_acquisition,american water subsidiary to purchase aqua america assets in missouri for $3m
merger_acquisition,"american water subsidiary, new jersey american water, to acquire mount ephraim sewer system for approximately $1.4m"
merger_acquisition,"american water subsidiary, pennsylvania american water to acquire borough of kane authority's wastewater system for $17.5m"
merger_acquisition,"american water subsidiary, pennsylvania american water, to acquire steelton borough authority water system for approximately $22.5m; co. has committed to invest $36m improvements to steelton's water systems over next 10 years"
merger_acquisition,american water to acquire keystone clearwater systems for ~$130m
merger_acquisition,american water to acquire pivotal home solutions for $365m
merger_acquisition,american water unit acquires mckeesport wastewater for $159m
merger_acquisition,american water works subsidiary hawaii american water earlier announced contract to purchase waimea wastewater company
merger_acquisition,"american water works' california american water reports purchase of operating assets of fruitridge vista water co., no terms disclosed"
merger_acquisition,american water's california american water unit announces purchase of dunnigan water & wastewater system for $2m
merger_acquisition,american water's illinois american water subsidiary reports purchase of village of sidney water system for $2.3m
merger_acquisition,american water's indiana american water reports purchase of georgetown water system in southern indiana for ~$6.4m
merger_acquisition,american water's indiana american water reports purchase of riley wastewater system for $1.545m
merger_acquisition,american water's pennsylvania american water reports purchase of scranton sewer system for ~$195m
merger_acquisition,"american water's pennsylvania american water reports purchase of wastewater assets from township of exeter in berks county, pennsylvania for $93.5m"
merger_acquisition,"american water's pennsylvania american water unit reports purchase of wastewater system of fairview township, york county for ~$16.8m"
merger_acquisition,american woodmark reports purchase of rsi home products for ~$1.075b in enterprise value
merger_acquisition,ameriprise may acquire etf issuer grail advisors
merger_acquisition,"amerisourcebergen acquires intrinsiq, llc for $35m cash"
merger_acquisition,amerisourcebergen acquires premier source; terms not disclosed
merger_acquisition,"amerisourcebergen commences tender offer to acquire mwi veterinary supply, inc for $190 per share"
merger_acquisition,amerisourcebergen reports purchase of mwi veterinary supply for $190/share in cash
merger_acquisition,amerisourcebergen reports will purchase h. d. smith for $815m in cash
merger_acquisition,"amerisourcebergen to acquire theracom, llc for $250m"
merger_acquisition,amerisourcebergen to acquire world courier group for $520m
merger_acquisition,ameristar holders approve purchase by pinnacle entertainment
merger_acquisition,ameron international soaring on merger with national oilwell varco
merger_acquisition,"ametek acquires amptek, luphos; terms not disclosed"
merger_acquisition,ametek acquires atlas material testing technology for $159m
merger_acquisition,ametek acquires avicenna technology (ame)
merger_acquisition,ametek acquires coining holding company for $148m (ame)
merger_acquisition,ametek acquires controls southeast for $160 million
merger_acquisition,ametek acquires creaform for $120m
merger_acquisition,ametek acquires em test for $93m
merger_acquisition,ametek acquires intellipower for $115m
merger_acquisition,"ametek acquires laserage technology corporation, terms not disclosed"
merger_acquisition,ametek acquires micro-poise measurement systems
merger_acquisition,ametek acquires motec gmbh
merger_acquisition,ametek acquires rauland-borg for $340m
merger_acquisition,ametek acquires reichert technologies for $150m
merger_acquisition,"ametek acquires soundcom systems, terms not disclosed"
merger_acquisition,ametek acquires spectro scientific for $190m
merger_acquisition,ametek acquires technical manufacturing corporation
merger_acquisition,ametek reports purchase of gatan from roper technologies for $925m in cash
merger_acquisition,ametek reports purchase of pacific design technologies for $125m
merger_acquisition,ametek to acquire cognex corp's surface inspection systems division for ~$160m
merger_acquisition,amgen acquires kai pharmaceuticals
merger_acquisition,amicus therapeutics to acquire rare disease for $229m in cash
merger_acquisition,"aml communications acquired by microsemi for $2.50/share (amlj, mscc)"
merger_acquisition,amneal pharmaceuticals to acquire four generic products from actavis
merger_acquisition,amneal to acquire generic business of actavis australia
merger_acquisition,ampco-pittsburgh acquires alloys unlimited & processing; terms not disclosed
merger_acquisition,"ampco-pittsburgh announces purchase of akers ab for $80m in total made up of $30m in cash, $30m in form of three-year note, and $20m in ap shares"
merger_acquisition,amphenol announces purchase of casco auto group for $450m
merger_acquisition,amphenol corp. to acquire fci asia pte for ~$1.275b; expects deal to be done by fy15
merger_acquisition,amphenol reports purchase of ssi controls technologies for ~$400m
merger_acquisition,ampio pharmaceuticals announces agreement to acquire key drug delivery technology
merger_acquisition,amreit acquires tuxedo festival shopping center for $28m
merger_acquisition,amreit to be acquired by edens for $26.55/share in cash
merger_acquisition,amrep announces withdrawal of merger proposal (axr)
merger_acquisition,"amri closes purchase of oso biopharma manufacturing, expecting deal to add to adj. eps"
merger_acquisition,amri reports purchase of gadea pharma group for ~$174m
merger_acquisition,amri to acquire cedarburg pharmaceuticals
merger_acquisition,"amri to acquire euticals for $358m in cash, stock deal"
merger_acquisition,ams acquires advanced cmos sensor business from nxp: terms not disclosed
merger_acquisition,amsc acquires 25% of blade dynamics - analyst blog
merger_acquisition,"amt beats q4, to acquire essar telecom infrastructure"
merger_acquisition,"amtech reports purchase of majority ownership of solaytec, no terms disclosed"
merger_acquisition,amtech to acquire btu international in all-stock transaction
merger_acquisition,amtech to acquire controlling interest in ion implant technology company based in china
merger_acquisition,amtrust enters agreement to acquire anv holdings b.v. for $218.7m cash
merger_acquisition,"amtrust enters into amendment to merger agreement with evergreen parent; amended merger increases purchase price by $1.25 to $14.75/share in cash and represents premium of ~45% to amtrust's unaffected closing common stock price on january 9, 2018"
merger_acquisition,"amtrust financial announces intent to purchase corepointe insurance co., no terms disclosed"
merger_acquisition,"amtrust financial announces purchase of first nationwide title agency, no terms disclosed"
merger_acquisition,"amtrust financial buys first nonprofit companies, to acquire mutual insurers holding co."
merger_acquisition,amtrust financial services acquires oryx insurance brokerage
merger_acquisition,amtrust financial services acquires rewnewal rights to tower commercial lines business
merger_acquisition,amtrust financial services acquires tmi solutions
merger_acquisition,amtrust financial services acquires total program management in cash deal
merger_acquisition,"amtrust financial services reports stone point capital, karfunkel family, ceo to purchase co. at $13.50/share in cash"
merger_acquisition,amtrust financial services to acquire republic companies for ~$233m
merger_acquisition,"amtrust financial services, inc. announces agreement to acquire ari mutual insurance company"
merger_acquisition,"amtrust financial services, inc. announces strategic alliance with cnh capital and the purchase of cnh capital's affiliate insurance agencies"
merger_acquisition,an affiliate of sun european partners llp announces agreement with kkr to acquire a majority stake in afriflora
merger_acquisition,"anadarko agrees to be acquired by occidental for $59/share in cash, 0.2934 of a share of occidental common stock"
merger_acquisition,anadarko announces 2.6m tonne/year lng sale and purchase agreement with tokyo gas and centrica
merger_acquisition,anadarko announces 2m tonne/year lng sale and purchase agreement with shell
merger_acquisition,anadarko announces lng sale and purchase agreement with cnooc
merger_acquisition,"anadarko announces lng sale and purchase agreement with jera and cpc corporation, taiwan"
merger_acquisition,"anadarko issues statement from chair, pres, ceo walker: 'we constantly strive to make anadarko a better company...we recently sent apache corporation a non-binding offer to acquire the company.'"
merger_acquisition,"anadarko petroleum reports liquefied natural gas sale, purchase deal with bharat, no terms disclosed"
merger_acquisition,"anadarko reports $2b property acquisition, will acquire gulf of mexico asets of freeport mcmoran oil & gas"
merger_acquisition,anadarko signs lng sale and purchase agreement with pertamina for 1m tonnes/annum (mtpa) for 20 years
merger_acquisition,"anadigics announces that its board of directors has declared a competing bidder's proposal to acquire the company at a price of $0.78 per share constitutes a ""superior offer"""
merger_acquisition,anadigics board has determined that a competing bidder's proposal to acquire at $0.85/share is a 'superior offer'
merger_acquisition,anadigics releases 8-k stating competing bidder has made amended offer to acquire company at $0.76/share
merger_acquisition,anadigics reports amended merger deal with ii-vi at $0.85/share
merger_acquisition,anadigics reports competing bidder has made superior offer to purchase co at $0.58/share
merger_acquisition,anadigics reports competing bidder's proposal to purchase co. at $0.81/share is the 'superior offer'
merger_acquisition,"anadigics reports plan of merger with gaas labs affiliates for cash tender of $0.35/share, ~$32m"
merger_acquisition,"analog devices acquires innovasic, terms not disclosed"
merger_acquisition,"analog devices acquires laser beam steering technology from vescent photonics to enable mainstream adoption of automotive lidar systems, terms not disclosed"
merger_acquisition,analog devices acquires multigig for high-speed clocking technology
merger_acquisition,analog devices and linear technology confirm merger to combine creating the premier analog technology company for $30b
merger_acquisition,"analog devices reports purchase of onetree microdevices, no terms disclosed"
merger_acquisition,"analog devices reports purchase of test motors, no terms disclosed"
merger_acquisition,analog devices to acquire hittite for $78/share in cash
merger_acquisition,analog devices to acquire hittite microwave
merger_acquisition,analogic acquires pocketsonics
merger_acquisition,analogic to be acquired by altaris capital affiliate for $84/share
merger_acquisition,"anchor equity partners, kkr and management to acquire a controlling stake in groupon's ticket monster"
merger_acquisition,anderson family proposes transaction to acquire 100% of public interest in books-a-million for $3.05/share
merger_acquisition,"angelica reports asset purchase deal with entity affiliated with kkr; kkr will buy substantially all of co.'s assets as a going concern, valued at ~$125m"
merger_acquisition,anheuser busch inbev-sab miller merger one step closer: eu approves acquisition
merger_acquisition,"anheuser busch reports agreement to purchase four peaks brewing, no terms"
merger_acquisition,anheuser-busch inbev announces ashai to acquire certain sabmiller european premium brands and their related businesses
merger_acquisition,"anheuser-busch inbev announces purchase of godlen road brewing, no terms disclosed"
merger_acquisition,"anheuser-busch inbev closes purchase of modelo, to consolidate on june 4th"
merger_acquisition,anheuser-busch inbev proposes to acquire sabmiller for £42.15/share in cash
merger_acquisition,"anheuser-busch inbev, elysian brewing announce purchase agreement; terms not disclosed -reuters"
merger_acquisition,ani pharma reports closing of deal to purchase two ndas from merck for $75m
merger_acquisition,ani pharma reports purchase of 4 ndas from astrazeneca for $46.5m
merger_acquisition,ani pharmaceuticals to acquire two ndas from merck for $75m
merger_acquisition,anixter and wesco merger expected to close in q2 or q3 2020
merger_acquisition,anixter int'l reports purchase of power solutions unit of hd supply for $825m
merger_acquisition,"anixter international inc. acquires clark security products, inc. and the assets and operations of general lock, llc for $36.6m"
merger_acquisition,"anixter international inc. announces amended & restated merger agreement with clayton, dubilier & rice to increase consideration from $86/share to $93.50/share"
merger_acquisition,"anixter international inc. announces definitive agreement to be acquired by clayton, dubilier & rice for $81/share in cash"
merger_acquisition,"anixter reports amended merger terms with clayton, dubilier & rice, cash price raised from $81 to $82.50/share"
merger_acquisition,annaly capital extends offer to acquire mtge investment corp. to september 7th
merger_acquisition,annaly capital management to acquire crexus investment corp for $13.00/share
merger_acquisition,annaly capital management to acquire crexus investment corp. for $12.50/share in cash
merger_acquisition,annaly capital management to acquire hatteras financial for $1.5b
merger_acquisition,annaly capital reports purchase of mtge investment corp. for $900m
merger_acquisition,annaly commences offer to purchase all crexus shares
merger_acquisition,annies inc. to be acquired for $46/share by general mills
merger_acquisition,another china-based company goes private: elong to be acquired by its parent company for $18.00/ads
merger_acquisition,ansell limited invests in lakeland industries; acquires 9.66% stake in company
merger_acquisition,"antero midstream acquires antero resources corp integrated water business for $1.05b cash, assumed debt"
merger_acquisition,"anthem reports purchase of beacon health options, no terms disclosed"
merger_acquisition,"anthem submits offer to acquire cigna for $184/share in cash, stock"
merger_acquisition,"anthem to acquire healthsun, terms not disclosed"
merger_acquisition,"anthem, inc. to acquire simply healthcare holdings, inc."
merger_acquisition,"anw acquires verbeke bunkering, potential to pursue more deals"
merger_acquisition,anytime fitness acquires waxing the city
merger_acquisition,ao smith reports purchase of water-right for $107m in cash
merger_acquisition,aod signs a $1.9m deal to purchase licenses from magic software over a 3-year period
merger_acquisition,aol acquires about.me
merger_acquisition,aol acquires adap.tv for approximately $405 million in cash and stock deal (aol)
merger_acquisition,aol acquires gdgt and furthers its tech blog portfolio
merger_acquisition,aol acquires pictela
merger_acquisition,aol acquires studionow for $36.5 million
merger_acquisition,"aol acquires thing labs, inc."
merger_acquisition,"aol announces purchase of vidible, no terms disclosed"
merger_acquisition,aol to acquire huffington post for $315 million
merger_acquisition,aol to acquire millenial media for $1.75/share of millenial common stock
merger_acquisition,aol to acquire social identity site about.me
merger_acquisition,aol to acquire techcrunch (aol)
merger_acquisition,aol to deepen its programmatic leadership with agreement to acquire millennial media
merger_acquisition,aol to expand video leadership with agreement to acquire adap.tv
merger_acquisition,aol to purchase 5min media
merger_acquisition,aon acquires ward financial group
merger_acquisition,"aon affinity announces agreement to acquire national food services, terms not disclosed"
merger_acquisition,aon affinity to acquire access plans for $70.1m
merger_acquisition,"aon and hewitt expect merger to close in early october (aon, hew)"
merger_acquisition,aon hewitt acquires uk-based kloud
merger_acquisition,aon hewitt to acquire omnipoint's workday services unit
merger_acquisition,"aon reports purchase of cut-e, no terms disclosed"
merger_acquisition,aon stockholders approve share issuance in hewitt merger (aon)
merger_acquisition,"aon to acquire admix, a benefits firm in brazil, terms not disclosed"
merger_acquisition,aon to acquire coverwallet; terms not disclosed
merger_acquisition,"aon to acquire stroz friedbert, a risk management company, terms not disclosed"
merger_acquisition,aoxin group acquires 95% equity in wuhan optical valley orange technology co.
merger_acquisition,"aoxin tianli group, inc. signs letter of intent to acquire hainan-based specialty black hog farm operator , terms not disclosed"
merger_acquisition,apache canada and eog resources canada to purchase pacific trail pipelines interest for $50m
merger_acquisition,apache could acquire $12b worth of bp assets
merger_acquisition,apax partners near $500m deal to acquire syneron -calcalist
merger_acquisition,apco signs merger agreement with pluspetrol; apco shareholders to receive $14.50/share in cash
merger_acquisition,"apex fund services acquires deutsche bank's alternative fund business, transaction will add $170b in assets under administration"
merger_acquisition,api tech announces definitive agreement to be acquired by jf lehman & co for $2/share in cash
merger_acquisition,api technologies acquires the assets of rti electronics for $2.3m
merger_acquisition,api technologies acquires uk-based c-mac aerospace ltd.for $33m
merger_acquisition,api technologies to acquire spectrum control
merger_acquisition,api technologies will acquire cobham inmet & cobham weinschel for $80m funded with $85m add-on to term loan; sees deal immediately accretive
merger_acquisition,apogee acquires alumicor limited for $52m; sees deal helping exceed $1b in rev by eoy 2016
merger_acquisition,apogee acquires window company; terms undisclosed
merger_acquisition,apogee to acquire window company efco corp. for $195m
merger_acquisition,apollo affiliated funds acquire of protection 1 and asg security; terms not disclosed
merger_acquisition,apollo and athene to acquire pk airfinance from gecas
merger_acquisition,apollo and athene to acquire pk airfinance from gecas; financial details not disclosed
merger_acquisition,apollo commercial real estate finance announces direct stock purchase and dividend reinvestment plan
merger_acquisition,apollo commercial real estate finance to acquire apollo residential mortgage for $14.59/share
merger_acquisition,apollo education announces holders have approved merger deal to be purchased by consortium of investors
merger_acquisition,"apollo endosurgery, lpath sign merger agreement"
merger_acquisition,apollo global-owned west corp. acquires detroit startup ambassador
merger_acquisition,"apollo global, varde partners report purchase of significant position in onemain holdings from fund managed by affiliate of fortress investment group"
merger_acquisition,apollo nears deal to acquire diamond resorts -dj
merger_acquisition,apollo nears deal to acquire u.k. packaging company rpc group for $3.8b+
merger_acquisition,"apollo partner midcap finco reports strategic purchase of mgec, no terms disclosed"
merger_acquisition,"apollo residential mortgage, inc. receives stockholder approval to be acquired by apollo commercial real estate finance, inc. for $6.86/share cash"
merger_acquisition,"apollo to acquire chuck e. cheese for $54/share, near $1b -ft"
merger_acquisition,apollo to acquire west corporation for $23.50/share in cash
merger_acquisition,apollo up 28% after announcing it will be acquired
merger_acquisition,apollo's aegis merger sub announces proposed private offering of $400m senior notes in connection with merger with presidio holdings
merger_acquisition,apple acquires dark sky weather app
merger_acquisition,"apple acquires darksky, weather app to be pulled from android"
merger_acquisition,apple acquires power efficient led tech company luxvue
merger_acquisition,apple quietly acquired a sleep tracking app
merger_acquisition,"apple's critical acquisition, google-tesla merger debunked and more weekly tech highlights"
merger_acquisition,"appliance recycling centers of america acquires geotraq, terms not disclosed"
merger_acquisition,"appliance recycling centers of america reports purchase of geotraq, no terms disclosed"
merger_acquisition,applied industrial technologies acquires atlantic fasteners; terms not disclosed
merger_acquisition,applied industrial technologies acquires chaines-plus; terms not disclosed
merger_acquisition,"applied industrial technologies acquires fluid power sales, terms not disclosed"
merger_acquisition,applied industrial technologies acquires gulf coast bearing & supply co. (ait)
merger_acquisition,applied industrial technologies acquires ira pump & supply
merger_acquisition,"applied industrial technologies acquires s. g. morris co., no terms"
merger_acquisition,"applied industrial technologies acquires seals unlimited, terms not disclosed"
merger_acquisition,"applied industrial technologies acquires texas oilpatch services, terms not disclosed"
merger_acquisition,applied industrial technologies acquires two quebec distributors; terms not disclosed
merger_acquisition,"applied industrial technologies reports purchase of sentinel fluid controls, no terms disclosed"
merger_acquisition,applied industrial technologies to acquire distribution businesses of skf in australia and new zealand
merger_acquisition,applied industrial technologies to acquire fcx performance for ~$768m
merger_acquisition,"applied industrial technologies to acquire knox oil field supply, terms not disclosed"
merger_acquisition,"applied industrial technologies to acquire olympus controls corp., terms not disclosed"
merger_acquisition,applied industrial technologies to acquire olympus controls; terms not disclosed
merger_acquisition,applied industrial technologies will acquire olympus controls
merger_acquisition,applied materials to acquire kokusai electric for $2.2b
merger_acquisition,applied materials will acquire kokusai electric for $2.2b
merger_acquisition,applied software acquires cadapult's autodesk business; terms not disclosed
merger_acquisition,approach resources acquires additional interests in the permian basin
merger_acquisition,apricus biosciences shareholders approve merger deal with seelos therapeutics
merger_acquisition,apricus biosciences to acquire topotarget usa
merger_acquisition,"apricus biosciences, inc. announces merger agreement with seelos therapeutics in all-stock transaction; apricus shareholders to own ~14% of the combined co. with seelos owning ~86% of the combined co."
merger_acquisition,aptiv solutions to be acquired by icon for $143.5m
merger_acquisition,"aptose enters into $20m common share purchase agreement with aspire capital fund, llc"
merger_acquisition,aqua america completes expansion in texas with purchase of water systems from american water
merger_acquisition,aquinox to acquire neoleukin
merger_acquisition,"aramark acquires on-demand food delivery service, good uncle; terms not disclosed"
merger_acquisition,aramark to acquire avendra for $1.35b
merger_acquisition,aratana therapeutics acquires okapi sciences nv
merger_acquisition,aratana therapeutics stockholders adopt merger agreement with elanco animal health
merger_acquisition,aratana therapeutics to be acquired by elanco health; shareholders receive 0.1481 share of elanco common stock and one cvr for each aratana share
merger_acquisition,aratana to acquire vet therapeutics
merger_acquisition,"arbor realty trust to acquire agency platform for $250m, 50% cash and 50% stock"
merger_acquisition,arby's to acquire buffalo wild wings $157/share cash
merger_acquisition,"arc group worldwide acquires advance tooling concepts for $24m, thixoforming (financial details not disclosed)"
merger_acquisition,"arc logistics partners lp to be acquired for $16.50/common unit, lcp lp weill receive $14.50/common unit cash and $94.5m for 100% of membership interests in arc gp"
merger_acquisition,arc logistics partners reports unitholders have approved merger plan
merger_acquisition,arcelor mittal (nyse:mt) is looking to acquire united states steel corp inc. (nyse: x) at $80.00.
merger_acquisition,arcelormittal acquires thyssenkrupp steel usa with nippon steel &amp; sumitomo metal for us$1.55b
merger_acquisition,arcelormittal announces all cash offer to acquire baffinland
merger_acquisition,arcelormittal announces cash tender offer to purchase any and all of its usd 5.375% notes due 2013
merger_acquisition,arcelormittal completes transaction to acquire ilva s.p.a.; launches arcelormittal italia
merger_acquisition,arcelormittal partners nssmc to acquire essar steel india
merger_acquisition,arcelormittal signs share purchase agreement for sale of 50% shipping business stake; formation of jv
merger_acquisition,"arch insurance reports purchase of mcneil & co., no terms disclosed"
merger_acquisition,archer daniels acquires alimenta - analyst blog
merger_acquisition,"archer daniels midlan to acquire certain assets of algar agro, including oilseeds processing facilities, terms not disclosed"
merger_acquisition,"archer daniels midland acquires a majority stake in an israeli merchandiser, terms not disclosed"
merger_acquisition,archer daniels midland announced it has been granted exclusivity in relations to proposed purchase of chamtor
merger_acquisition,"archer daniels midland announces purchase of full ownership in amazon flavors, no terms disclosed"
merger_acquisition,archer daniels midland company acquires alimenta
merger_acquisition,"archer daniels midland reports purchase 50% stake in medsofts group, no terms disclosed"
merger_acquisition,"archer daniels midland reports purchase of harvest innovations, no terms disclosed"
merger_acquisition,"archer daniels midland reports purchase of rodelle, no terms disclosed"
merger_acquisition,"archer daniels midland reports purchase of wet mill producing glucose, native starch in casablanca, morocco from tate & lyle, no terms disclosed"
merger_acquisition,"archer daniels midland reports purchase of ziegler group, no terms disclosed"
merger_acquisition,archer daniels midland subsidiary acquires cattleman's choice loomix
merger_acquisition,"arclight acquires midcoast operating, l.p. from enbridge for ~$1.1b cash"
merger_acquisition,arctic cat acquires motorfist
merger_acquisition,ardmore shipping to acquire six eco-design mr product/chemical tankers for $172.5m
merger_acquisition,"ares capital reports purchase of american capital at $14.95/share in cash, stock"
merger_acquisition,ares commercial real estate to acquire alliant capital for $62.8m in cash and stock deal
merger_acquisition,"ares eif group to acquire van hook gathering system from wpx energy, $185m deal"
merger_acquisition,"ares management & kayne anderson announce merger to form ares kayne management, l.p., no terms"
merger_acquisition,"ares management acquires 2,900 residential units across germany; financial terms not disclosed"
merger_acquisition,"ares management acquires a majority stake in conti solar, terms not disclosed"
merger_acquisition,ares management acquires second german residential portfolio from fund managed by obligo investment management
merger_acquisition,ares management and griffin real estate acquire majority stake in murapol
merger_acquisition,ares management announces omers private equity has acquired a stake in national veterinary associates
merger_acquisition,ares management corporation announces agreement to acquire majority interest in ssg capital holdings limited
merger_acquisition,"ares management fund acquires 1,300-apartment portfolio in n. germany; terms not disclosed"
merger_acquisition,"ares management fund acquires 300-unit residential & retail complex near frankfurt, germany, terms not disclosed"
merger_acquisition,"ares management fund acquires logistics warehouse in harlow, england; terms not disclosed"
merger_acquisition,ares management funds acquire pan-european office portfolio; terms not disclosed
merger_acquisition,ares management funds and truamerica multifamily acquire $236 million baltimore apartment portfolio
merger_acquisition,ares management funds to acquire graphite capital's stake in london square for equity value of £110m
merger_acquisition,ares management funds to acquire pegasus business park for €83.4m
merger_acquisition,"ares management funds, truamerica multifamily acquire $236m baltimore apartment portfolio"
merger_acquisition,"ares management on october 30, reported in connection with deal to acquire eif management, unit agreed to deliver up to 1.6m units"
merger_acquisition,ares management private equity fund to acquire farrow & ball; no terms disclosed
merger_acquisition,"ares management real estate fund acquires 45,000 square-meter european mixed property portfolio valued at €100 m+"
merger_acquisition,ares management real estate fund acquires kustermann park office complex in munich; terms not disclosed
merger_acquisition,ares management real estate fund acquires pan-european office portfolio from ivg institutional funds
merger_acquisition,"ares management real estate fund acquires piccadilly place office complex in manchester, uk"
merger_acquisition,ares management real estate fund acquires two designer outlet centers in france for ~€200m
merger_acquisition,"ares management subsidiary valet living acquires invisible waste services, no financial terms disclosed"
merger_acquisition,"ares management to acquire the ritz-carlton, kapalua in maui"
merger_acquisition,"ares management to acquired a managing interest in crestline denali capital, transaction adds $2.6b of collateralized loan obligations to ares portfolio"
merger_acquisition,ares management-redevco jv acquires majority stake in parque corredor shopping center in madrid for €140m
merger_acquisition,"ares management, canada pension plan investment board and gold/schiffer family to acquire 99 cents only stores for $22.00 per share in cash"
merger_acquisition,"ares management, l.p. to acquire energy investors funds"
merger_acquisition,"ares mgmt, harvest partners report purchase of valet waste, terms not disclosed"
merger_acquisition,"ares mgmt. reports purchase of convergint technologies, no terms disclosed"
merger_acquisition,"ares mgmt. reports purchase of coolsys, no terms disclosed"
merger_acquisition,"ares mgmt. reports purchase of paradigm energy partners' assets, no terms disclosed"
merger_acquisition,ares-eif acquires 50% stake in linden cogen facility
merger_acquisition,"argan, inc. acquires atlantic projects company limited"
merger_acquisition,"argo group us, inc. acquires renewal rights of lawyers' professional liability book from onebeacon"
merger_acquisition,arm acquires geomerics
merger_acquisition,arm acquires obsidian software
merger_acquisition,arm acquires prolific
merger_acquisition,arm holdings acquires apical for $350m
merger_acquisition,arm holdings acquires software-tool maker prolific inc
merger_acquisition,armada hoffler agrees to acquire 11 retailers for $170.5m cash
merger_acquisition,"armada hoffler properties to acquire retail power center in colonial heights, va in cash, equity deal"
merger_acquisition,armada hoffler properties to purchase trophy office building in baltimore's harbor point for $101m
merger_acquisition,"armco metals holdings to acquire draco resources, no details disclosed"
merger_acquisition,armour offers to purchase javelin mortgage investment for $7.21/share cash
merger_acquisition,armour residential reit announces dividend reinvestment and share purchase plan (arr)
merger_acquisition,"armour residential reit, inc. to acquire javelin mortgage for $84.7m"
merger_acquisition,"armour residential reit, inc. to acquire javelin mortgage investment in deal valuing javelin at $7.14/share"
merger_acquisition,armour to use proceeds from 16m share offering to acquire added target assets
merger_acquisition,armstrong acquires simplex ceilings
merger_acquisition,"armstrong world industries reports purchase of architectural components group, no terms disclosed"
merger_acquisition,"armstrong world industries to acquire architectural components group, terms not disclosed"
merger_acquisition,"armstrong world industries to acquire steel ceilings, no terms disclosed"
merger_acquisition,armstrong world industries to acquire tectum
merger_acquisition,"armstrong world industries, inc. acquires mrk industries, inc. ; terms not disclosed"
merger_acquisition,"arotech announces purchase of uec electronics for $28m in cash, 775k in shares; arotech sees fy sales $117-123m vs $93m est., ebitda $8-8.5m"
merger_acquisition,arotech to be acquired for $3/share in cash by greenbriar
merger_acquisition,arqule to be acquired by merck for $2.7b
merger_acquisition,arqule to be acquired by merck for $20/share cash
merger_acquisition,array announces agreement to acquire worldwide rights to encorafenib
merger_acquisition,arris acquires seawell networks for undisclosed amount
merger_acquisition,arris agrees to acquire bigband networks in all cash transaction for $2.24 per share
merger_acquisition,"arris announces purchase of pace plc for $2.1b in stock, cash"
merger_acquisition,arris group: all merger conditions related to pace acquisition 'have now been met'
merger_acquisition,arris near deal to acquire brocade communications' networking equipment business for ~$1b -reuters
merger_acquisition,arris receives second request related to purchase of motorola home unit from google
merger_acquisition,arris to acquire motorola home business from google for $2.35 billion
merger_acquisition,arris to acquire ruckus wireless and icx switch business for $800m cash
merger_acquisition,"arris, charter acquire activevideo for ~$135m through jv"
merger_acquisition,arrow acquires diasa in spain - analyst blog
merger_acquisition,arrow acquires intechra - analyst blog
merger_acquisition,arrow acquires nu horizons - analyst blog
merger_acquisition,arrow electronics acquires asset recovery corporation
